Gejala,Penyakit,Label
"sembelit, diare, nyeri meningkat atau semakin parah saat berjalan, mual muntah, sulit kentut, demam, nyeri tengah perut atau ulu hati yang hilang timbul, meriang",Usus Buntu,1
"nafsu makan turun, urine gelap, feses pucat",Hepatitis,8
"sakit tenggorokan, sulit menelan, sakit kepala, rasa panas pada tenggorokan, gejala muncul setelah makan",GERD,11
"gejala hilang timbul selama beberapa minggu, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari, muntah darah, selera makan berubah,  tidak nafsu makan, sesak napas, gejala memburuk saat makan",Tukak lambung,7
"perut kembung, sering kentut, mual muntah, perut terasa begah setelah makan, perut terasa penuh ketika makan, sering bersendawa atau sendawa, nyeri ulu hati",Maag,9
"nyeri perut, menggigil, nyeri sendi dan otot",Tipes,2
"anus nyeri, anus gatal, benjolan atau bengkak di sekitar atau dekat anus, feses berdarah",Ambeien,5
"feses atau tinja kering, perut terasa sesak dan penuh, feses atau tinja keras, sulit buang air besar, tinja berdarah, jarang buang air besar",Konstipasi,6
" tidak nafsu makan, mual muntah, lemas, sensasi dada terbakar",Tukak lambung,7
"feses pucat, urine gelap, demam, lemas, nafsu makan turun, mudah lelah",Hepatitis,8
"dehidrasi, mual muntah, demam tinggi, mudah lelah, sembelit",Tipes,2
"mual muntah, flu, kulit kuning, berat badan turun, demam, urine gelap, nafsu makan turun, lemas",Hepatitis,8
"anus nyeri, nyeri saat mengejan, anus gatal, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"mual muntah, demam, nyeri perut kanan atas, kulit gatal, mata kuning, nafsu makan turun",Batu Empedu,4
"gejala hilang timbul selama beberapa minggu, nyeri ulu hati, muntah darah,  sering sendawa atau bersendawa,  tidak nafsu makan, sesak napas, mual muntah",Tukak lambung,7
"diare berair atau lendir, kram perut, demam",Disentri,0
"batuk kering, lemas, dehidrasi",Tipes,2
"tinja pucat, mual muntah, mata kuning, demam, nyeri di bawah tulang dada, kulit gatal",Batu Empedu,4
"mudah lelah, nafsu makan turun, feses berdarah atau berlendir",Inflammatory Bowel Disease (IBD),3
"tinja encer, feses keluar terus-menerus, dehidrasi, perut kembung, sering buang air besar, pusing",Diare,13
"nafsu makan turun, urine gelap, feses pucat, flu",Hepatitis,8
"kerusakan gigi, mati rasa pada kaki dan tangan, diare, feses atau tinja berbau busuk, kejang, perut kembung, sakit perut, feses berminyak",Celiac,10
"mudah lelah, berat badan turun drastis, feses berdarah atau berlendir",Inflammatory Bowel Disease (IBD),3
"nyeri di perut bagian atas, perut terasa penuh ketika makan, perut terasa begah setelah makan, nyeri ulu hati",Maag,9
"sering kentut, perut kembung, nyeri ulu hati",Maag,9
"tinja pucat, nyeri di bawah tulang dada, nyeri di tengah perut, urine gelap, kulit kuning, nafsu makan turun",Batu Empedu,4
"mual muntah, sulit menelan, sakit kepala, lemas, heartburn, gejala muncul setelah makan",GERD,11
"perut kembung, sering bersendawa atau sendawa, sering kentut",Maag,9
"kejang, feses berminyak, pusing, sakit perut",Celiac,10
"anus gatal, anus nyeri, feses berdarah, nyeri saat mengejan",Ambeien,5
"diare, diare, sulit sendawa atau bersendawa, sulit kentut, mual muntah, nyeri meningkat ketika perut kanan bawah ditekan",Usus Buntu,1
"feses atau tinja berbau busuk, kejang, feses berminyak, nafsu makan turun, kerusakan gigi, diare",Celiac,10
"nyeri perut kanan atas, mata kuning, kulit kuning, urine gelap, nyeri di bawah tulang dada, nyeri di tengah perut, nafsu makan turun, tinja pucat",Batu Empedu,4
"kentut berlebihan, gejala hilang timbul, tekstur feses atau tinja tidak menentu, sembelit",Irritable Bowel Syndrome (IBS),12
"pusing, lemas, jarang kencing, feses keluar terus-menerus",Diare,13
"nyeri perut, mudah lelah, berat badan turun, nafsu makan turun",Hepatitis,8
"nyeri perut, feses atau tinja keras, feses atau tinja kering",Konstipasi,6
"mudah lelah, lemas, berat badan turun",Hepatitis,8
"perut kembung atau begah, feses berdarah atau berlendir, anus berdarah, nyeri perut, mudah lelah, diare disertai darah, nafsu makan turun, berat badan turun drastis",Inflammatory Bowel Disease (IBD),3
"feses atau tinja kering, tinja berdarah, feses atau tinja keras, sulit buang air besar",Konstipasi,6
"feses atau tinja kering, tinja berdarah, feses atau tinja keras, sulit buang air besar, nyeri perut, jarang buang air besar",Konstipasi,6
"mudah lelah, berat badan turun drastis, perut kembung atau begah, demam, nyeri perut, nafsu makan turun, anus berdarah",Inflammatory Bowel Disease (IBD),3
"sembelit, diare, mual muntah, hilang selera makan, mudah lelah",Tipes,2
"heartburn, perut terasa begah, gejala muncul setelah makan, batuk, nyeri ulu hati, kliyengan, lemas",GERD,11
"feses cair, BAB lebih dari 3 kali dalam sehari, lemas",Diare,13
"nafsu makan turun, mual muntah, nyeri di tengah perut, urine gelap, kulit gatal, demam, nyeri perut kanan atas, mata kuning",Batu Empedu,4
"mual muntah, kram perut, demam",Disentri,0
"gejala memburuk saat makan, gejala hilang timbul selama beberapa minggu, nyeri ulu hati",Tukak lambung,7
" tidak nafsu makan, mual muntah, lemas, sensasi dada terbakar, sesak napas, selera makan berubah, gejala maag yang hilang timbul selama beberapa hari, gejala hilang timbul selama beberapa minggu",Tukak lambung,7
"jantung berdebar, sakit kepala, gejala muncul setelah makan",GERD,11
"diare berair atau lendir, demam, mual muntah, diare berdarah",Disentri,0
"BAB berkali-kali, tinja encer, perut kembung",Diare,13
"nyeri di perut bagian atas, mual muntah, sering bersendawa atau sendawa, nyeri ulu hati, perut kembung, perut terasa begah setelah makan",Maag,9
"diare berair atau lendir, kram perut, demam, mual muntah",Disentri,0
"gejala makin parah saat perut kosong atau belum makan, gejala hilang timbul selama beberapa minggu, sesak napas, selera makan berubah,  sering sendawa atau bersendawa",Tukak lambung,7
"diare berair atau lendir, kram perut, demam, diare berdarah",Disentri,0
"diare disertai darah, nafsu makan turun, feses berdarah atau berlendir, demam, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"BAB berkali-kali, lemas, sulit menahan buang air besar, pusing, sering buang air besar, BAB lebih dari 3 kali dalam sehari, perut kembung",Diare,13
"perut terasa sesak dan penuh, feses atau tinja kering, tinja berdarah, sulit buang air besar, jarang buang air besar, feses atau tinja keras",Konstipasi,6
"meriang, sembelit, nyeri meningkat atau semakin parah saat berjalan",Usus Buntu,1
"feses berdarah atau berlendir, mudah lelah, perut kembung atau begah, berat badan turun drastis, demam, nyeri perut",Inflammatory Bowel Disease (IBD),3
"sulit menahan buang air besar, tekstur feses atau tinja tidak menentu, gejala hilang timbul, diare, sering kentut, sakit perut setelah buang air besar, sembelit, perut kembung",Irritable Bowel Syndrome (IBS),12
"nyeri perut, feses berdarah atau berlendir, anus berdarah, demam, diare disertai darah, perut kembung atau begah, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"sulit menahan buang air besar, feses berlendir, diare, sering kentut, tekstur feses atau tinja tidak menentu, sakit perut setelah buang air besar, sembelit, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"nyeri perut, feses berdarah atau berlendir, anus berdarah",Inflammatory Bowel Disease (IBD),3
"anemia, diare, kejang, sakit perut, sembelit, kerusakan gigi, mati rasa pada kaki dan tangan",Celiac,10
"sulit menahan buang air besar, tinja encer, sering buang air besar, BAB berkali-kali, perut kembung, dehidrasi",Diare,13
"diare berdarah, kram perut, mual muntah, diare berair atau lendir",Disentri,0
"nyeri sendi dan otot, nyeri atau sakit kepala, demam berkepanjangan, batuk kering",Tipes,2
"muntah darah, gejala maag yang hilang timbul selama beberapa hari, gejala memburuk saat makan,  tidak nafsu makan, sesak napas, nyeri ulu hati,  sering sendawa atau bersendawa, mual muntah",Tukak lambung,7
"diare berdarah, kram perut, mual muntah, diare berair atau lendir",Disentri,0
"gejala memburuk di malam hari, sulit menelan, bau mulut, mulut terasa asam atau pahit",GERD,11
"feses berdarah, anus nyeri, nyeri saat mengejan, anus gatal",Ambeien,5
"demam, berat badan turun drastis, perut kembung atau begah, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"diare, feses berlendir, nyeri perut, sakit perut setelah buang air besar, sering kentut, perut kembung, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"gejala memburuk saat makan, mual muntah, nyeri ulu hati, gejala makin parah saat perut kosong atau belum makan",Tukak lambung,7
"sering kentut, feses berair, kentut berlebihan, nyeri perut",Irritable Bowel Syndrome (IBS),12
"pusing, lemas, jarang kencing, feses keluar terus-menerus, tinja encer, sulit menahan buang air besar, feses berdarah",Diare,13
"sering kentut, feses berair, perut kembung",Irritable Bowel Syndrome (IBS),12
"diare berair atau lendir, kram perut, demam, diare berdarah",Disentri,0
"sulit buang air besar, feses atau tinja kering, perut terasa sesak dan penuh, tinja berdarah, feses atau tinja keras, nyeri perut",Konstipasi,6
"gejala makin parah saat perut kosong atau belum makan, mual muntah, sensasi dada terbakar, gejala maag yang hilang timbul selama beberapa hari,  sering sendawa atau bersendawa",Tukak lambung,7
"sulit buang air besar, tinja berdarah, feses atau tinja keras",Konstipasi,6
"perut terasa begah setelah makan, perut kembung, sering bersendawa atau sendawa, nyeri ulu hati, nyeri di perut bagian atas",Maag,9
"nafsu makan turun, mual muntah, nyeri di tengah perut",Batu Empedu,4
"tekstur feses atau tinja tidak menentu, feses berlendir, nyeri perut",Irritable Bowel Syndrome (IBS),12
"perut kembung, BAB lebih dari 3 kali dalam sehari, dehidrasi, sulit menahan buang air besar, pusing, jarang kencing",Diare,13
"kram perut, nyeri perut, sering kentut, feses berlendir",Irritable Bowel Syndrome (IBS),12
"nyeri perut, perut kembung atau begah, berat badan turun drastis, mudah lelah, feses berdarah atau berlendir, nafsu makan turun, diare disertai darah",Inflammatory Bowel Disease (IBD),3
"sembelit, kram perut, sering kentut, kentut berlebihan",Irritable Bowel Syndrome (IBS),12
"demam, sulit sendawa atau bersendawa, diare",Usus Buntu,1
"sembelit, hilang selera makan, mual muntah",Tipes,2
"diare, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat atau semakin parah saat berjalan, demam, mual muntah, nyeri perut kanan bawah, sulit kentut",Usus Buntu,1
"mudah lelah, feses berminyak, nyeri sendi",Celiac,10
"meriang, sulit kentut, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat atau semakin parah saat berjalan, sembelit, diare, nyeri meningkat ketika perut kanan bawah ditekan, demam",Usus Buntu,1
"feses berlendir, diare, kentut berlebihan",Irritable Bowel Syndrome (IBS),12
"muntah darah, gejala memburuk saat makan, gejala makin parah saat perut kosong atau belum makan, lemas, nyeri ulu hati, perut kembung,  tidak nafsu makan, mual muntah",Tukak lambung,7
"menggigil, batuk kering, sembelit, mudah lelah, dehidrasi, feses atau tinja berwarna hijau, mual muntah",Tipes,2
"sulit menahan buang air besar, sering buang air besar, jarang kencing, feses keluar terus-menerus, pusing",Diare,13
"lemas, diare, pusing, dehidrasi",Tipes,2
"perut terasa begah setelah makan, perut terasa penuh ketika makan, nyeri ulu hati, sering bersendawa atau sendawa, perut kembung",Maag,9
"lemas, diare, pusing, dehidrasi, nyeri sendi dan otot, nyeri perut",Tipes,2
"perut kembung, sering bersendawa atau sendawa, sering kentut, perut terasa begah setelah makan",Maag,9
"nyeri perut, mudah lelah, feses berdarah atau berlendir, demam, nafsu makan turun, anus berdarah",Inflammatory Bowel Disease (IBD),3
"gejala hilang timbul selama beberapa minggu, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari, muntah darah, selera makan berubah,  tidak nafsu makan",Tukak lambung,7
"mudah lelah, nafsu makan turun, perut kembung atau begah, anus berdarah",Inflammatory Bowel Disease (IBD),3
"gejala memburuk saat makan, gejala hilang timbul selama beberapa minggu, sesak napas, selera makan berubah",Tukak lambung,7
"sakit perut setelah buang air besar, feses berair, feses berlendir, gejala hilang timbul, sulit menahan buang air besar, sering kentut",Irritable Bowel Syndrome (IBS),12
"feses berair, kram perut, nyeri perut, feses berlendir, sembelit, sering kentut, kentut berlebihan",Irritable Bowel Syndrome (IBS),12
"sering kentut, perut kembung, nyeri ulu hati, nyeri di perut bagian atas, mual muntah",Maag,9
"sering bersendawa atau sendawa, perut terasa begah setelah makan, nyeri ulu hati, mual muntah, nyeri di perut bagian atas",Maag,9
"berat badan turun, urine gelap, mata kuning, demam, nafsu makan turun",Hepatitis,8
"jarang buang air besar, nyeri perut, sulit buang air besar, feses atau tinja kering, tinja berdarah, feses atau tinja keras",Konstipasi,6
"nyeri perut kanan atas, mual muntah, kulit kuning, nafsu makan turun, demam, kulit gatal, mata kuning",Batu Empedu,4
"perut kembung, sensasi dada terbakar, nyeri dada",GERD,11
"mudah lelah, nyeri perut, feses berdarah atau berlendir, nafsu makan turun, diare disertai darah, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"sulit buang air besar, tinja berdarah, nyeri perut, jarang buang air besar, feses atau tinja keras, perut terasa sesak dan penuh",Konstipasi,6
"feses berdarah atau berlendir, perut kembung atau begah, anus berdarah, nyeri perut, berat badan turun drastis, mudah lelah",Inflammatory Bowel Disease (IBD),3
"jarang kencing, feses cair, tinja encer, sering buang air besar",Diare,13
"BAB lebih dari 3 kali dalam sehari, sulit menahan buang air besar, sering buang air besar, dehidrasi, tinja encer, pusing",Diare,13
"demam, kram perut, diare berdarah, diare berair atau lendir",Disentri,0
"demam berkepanjangan, nyeri sendi dan otot, sembelit, nyeri perut, diare, batuk kering",Tipes,2
"sembelit, demam, diare, sulit sendawa atau bersendawa, mual muntah, nyeri tengah perut atau ulu hati yang hilang timbul, diare",Usus Buntu,1
"nyeri di bawah tulang dada, urine gelap, demam, mual muntah, kulit gatal, mata kuning, nyeri perut kanan atas",Batu Empedu,4
"feses atau tinja kering, nyeri perut, tinja berdarah, perut terasa sesak dan penuh, sulit buang air besar, jarang buang air besar",Konstipasi,6
"hilang selera makan, menggigil, nyeri atau sakit kepala",Tipes,2
"pusing, lemas, jarang kencing, feses keluar terus-menerus, tinja encer, sulit menahan buang air besar",Diare,13
"mudah lelah, lemas, berat badan turun, kulit kuning, nyeri sendi, flu",Hepatitis,8
"penyakit kuning, mual muntah, nafsu makan turun, demam, tinja pucat",Batu Empedu,4
"sulit buang air besar, feses atau tinja kering, nyeri perut, perut terasa sesak dan penuh, jarang buang air besar, feses atau tinja keras",Konstipasi,6
"diare berdarah, demam, mual muntah, kram perut",Disentri,0
"feses cair, pusing, feses keluar terus-menerus, dehidrasi, BAB lebih dari 3 kali dalam sehari, lemas, jarang kencing",Diare,13
"nyeri ulu hati, perut terasa penuh ketika makan, sering kentut",Maag,9
"feses atau tinja kering, perut terasa sesak dan penuh, jarang buang air besar, tinja berdarah, nyeri perut, feses atau tinja keras",Konstipasi,6
"sembelit, diare, mual muntah, hilang selera makan, mudah lelah, lemas, menggigil, batuk kering",Tipes,2
"diare berdarah, mual muntah, demam, kram perut",Disentri,0
"mulut terasa asam atau pahit, gejala memburuk di malam hari, heartburn, sakit tenggorokan, batuk, nyeri ulu hati, pusing, lemas",GERD,11
"perut kembung, sering kentut, mual muntah, perut terasa begah setelah makan, perut terasa penuh ketika makan, sering bersendawa atau sendawa, nyeri ulu hati",Maag,9
"perut terasa begah setelah makan, nyeri ulu hati, perut kembung",Maag,9
"feses berdarah, jarang kencing, feses cair, BAB lebih dari 3 kali dalam sehari, sering buang air besar, BAB berkali-kali, lemas, feses keluar terus-menerus",Diare,13
"perut terasa begah setelah makan, perut kembung, sering bersendawa atau sendawa, nyeri ulu hati, nyeri di perut bagian atas, perut terasa penuh ketika makan",Maag,9
"feses atau tinja kering, nyeri perut, tinja berdarah, perut terasa sesak dan penuh, sulit buang air besar",Konstipasi,6
"diare berair atau lendir, demam, diare berdarah",Disentri,0
"sembelit, mudah lelah, feses pucat",Celiac,10
"lemas, sensasi dada terbakar,  tidak nafsu makan, perut kembung, selera makan berubah,  sering sendawa atau bersendawa",Tukak lambung,7
